pcode_district,provisional_licences_male,provisional_licences_female,provisional_total,full_licences_male,full_licences_female,full_total,file_date
PH34,39,52,91,443,408,851,2021-03-01
PH35,33,22,55,130,107,237,2021-03-01
PH36,37,64,101,520,487,1007,2021-03-01
PH37,5,13,18,61,47,108,2021-03-01
PH38,10,11,21,76,75,151,2021-03-01
PH39,23,24,47,164,168,332,2021-03-01
PH40,18,19,37,123,101,224,2021-03-01
PH41,67,59,126,358,312,670,2021-03-01
PH42,3,7,10,41,34,75,2021-03-01
PH43,1,2,3,10,9,19,2021-03-01
PH44,3,0,3,4,6,10,2021-03-01
PH49,42,60,102,422,365,787,2021-03-01
PH50,48,90,138,323,240,563,2021-03-01
PL00,0,1,1,0,0,0,2021-03-01
PL01,2401,2452,4853,7059,4670,11729,2021-03-01
PL02,2445,2891,5336,9712,8040,17752,2021-03-01
PL03,1840,2243,4083,10511,9349,19860,2021-03-01
PL04,3228,2834,6062,8625,5928,14553,2021-03-01
PL05,2934,3912,6846,13266,11189,24455,2021-03-01
PL06,2083,2623,4706,14951,13351,28302,2021-03-01
PL07,1222,1518,2740,11366,10838,22204,2021-03-01
PL08,214,196,410,2450,2436,4886,2021-03-01
PL09,1135,1326,2461,11364,10707,22071,2021-03-01
PL10,153,196,349,1274,1189,2463,2021-03-01
PL11,537,705,1242,3808,3389,7197,2021-03-01
PL12,933,1069,2002,8167,7684,15851,2021-03-01
PL13,403,500,903,3802,3423,7225,2021-03-01
PL14,981,1254,2235,9013,8519,17532,2021-03-01
PL15,669,868,1537,8053,7532,15585,2021-03-01
PL16,55,67,122,830,780,1610,2021-03-01
PL17,367,387,754,3962,3670,7632,2021-03-01
PL18,189,239,428,2078,2012,4090,2021-03-01
PL19,664,704,1368,6157,5994,12151,2021-03-01
PL20,457,517,974,4607,4468,9075,2021-03-01
PL21,661,780,1441,7114,7046,14160,2021-03-01
PL22,133,156,289,1410,1452,2862,2021-03-01
PL23,136,157,293,1217,1173,2390,2021-03-01
PL24,471,594,1065,3747,3588,7335,2021-03-01
PL25,1323,1470,2793,9276,8435,17711,2021-03-01
PL26,1254,1341,2595,10621,9622,20243,2021-03-01
PL27,420,515,935,4640,4527,9167,2021-03-01
PL28,204,217,421,1571,1523,3094,2021-03-01
PL29,38,28,66,353,362,715,2021-03-01
PL30,289,300,589,4367,4198,8565,2021-03-01
PL31,866,1033,1899,5381,4743,10124,2021-03-01
PL32,154,219,373,1661,1570,3231,2021-03-01
PL33,85,74,159,738,708,1446,2021-03-01
PL34,74,81,155,702,670,1372,2021-03-01
PL35,33,40,73,408,389,797,2021-03-01
PO01,2995,3369,6364,6959,4563,11522,2021-03-01
PO02,3563,4330,7893,13101,9970,23071,2021-03-01
PO03,1327,1509,2836,6909,5836,12745,2021-03-01
PO04,3084,3432,6516,13171,10608,23779,2021-03-01
PO05,2824,2684,5508,7728,5385,13113,2021-03-01
PO06,2775,3320,6095,14028,12130,26158,2021-03-01
PO07,1773,2153,3926,16142,15068,31210,2021-03-01
PO08,1360,1617,2977,13723,12828,26551,2021-03-01
PO09,3294,4292,7586,16373,14413,30786,2021-03-01
PO10,709,831,1540,7278,7047,14325,2021-03-01
PO11,685,729,1414,7043,6593,13636,2021-03-01
PO12,2817,3233,6050,15931,13867,29798,2021-03-01
PO13,2079,2605,4684,12026,11092,23118,2021-03-01
PO14,1281,1411,2692,12444,11896,24340,2021-03-01
PO15,923,1001,1924,8568,8056,16624,2021-03-01
PO16,1322,1431,2753,12139,11172,23311,2021-03-01
PO17,252,236,488,2762,2544,5306,2021-03-01
PO18,507,560,1067,5815,5751,11566,2021-03-01
PO19,1852,2041,3893,10493,10039,20532,2021-03-01
PO20,1296,1429,2725,13462,12947,26409,2021-03-01
PO21,2315,2229,4544,14444,12821,27265,2021-03-01
PO22,1320,1443,2763,11579,11001,22580,2021-03-01
PO30,1639,1849,3488,10130,9423,19553,2021-03-01
PO31,717,830,1547,5292,4994,10286,2021-03-01
PO32,468,509,977,3059,2863,5922,2021-03-01
PO33,1799,2068,3867,10424,9523,19947,2021-03-01
PO34,65,80,145,889,871,1760,2021-03-01
PO35,157,128,285,1427,1364,2791,2021-03-01
PO36,857,982,1839,5848,5330,11178,2021-03-01
PO37,491,511,1002,3347,2957,6304,2021-03-01
PO38,615,690,1305,4732,4415,9147,2021-03-01
PO39,102,125,227,970,902,1872,2021-03-01
PO40,262,272,534,2071,2008,4079,2021-03-01
PO41,71,64,135,932,904,1836,2021-03-01
PR01,6081,6310,12391,20565,15280,35845,2021-03-01
PR02,4628,5476,10104,26399,22708,49107,2021-03-01
PR03,1044,1250,2294,16076,15462,31538,2021-03-01
PR04,2043,2507,4550,24802,23320,48122,2021-03-01
PR05,1780,2149,3929,14824,13240,28064,2021-03-01
PR06,1498,1684,3182,13325,12300,25625,2021-03-01
PR07,2297,2842,5139,22638,20826,43464,2021-03-01
PR08,2864,3399,6263,19180,17640,36820,2021-03-01
PR09,2120,2402,4522,15260,13603,28863,2021-03-01
PR25,1482,1839,3321,11252,10364,21616,2021-03-01
PR26,521,555,1076,5129,4942,10071,2021-03-01
RG01,6170,5772,11942,14597,8921,23518,2021-03-01
RG02,3742,4384,8126,14951,11322,26273,2021-03-01
RG03,28,23,51,78,39,117,2021-03-01
RG04,1926,2329,4255,15091,14041,29132,2021-03-01
RG05,1247,1380,2627,10209,9479,19688,2021-03-01
RG06,2322,2464,4786,14304,12260,26564,2021-03-01
RG07,1269,1499,2768,13757,13215,26972,2021-03-01
RG08,833,766,1599,7786,7559,15345,2021-03-01
RG09,1128,1078,2206,9384,9265,18649,2021-03-01
RG10,672,699,1371,7574,7277,14851,2021-03-01
RG11,32,23,55,78,44,122,2021-03-01
RG12,3367,4114,7481,21304,18509,39813,2021-03-01
RG13,28,38,66,64,44,108,2021-03-01
RG14,2234,2521,4755,14903,12818,27721,2021-03-01
RG15,18,24,42,47,43,90,2021-03-01
RG16,18,20,38,87,47,134,2021-03-01
RG17,668,709,1377,5857,5571,11428,2021-03-01
RG18,813,886,1699,7302,6780,14082,2021-03-01
RG19,802,861,1663,6408,5974,12382,2021-03-01
RG20,665,795,1460,8013,7801,15814,2021-03-01
RG21,2317,2593,4910,10023,7673,17696,2021-03-01
RG22,2176,2850,5026,15166,13352,28518,2021-03-01
RG23,594,730,1324,4991,4563,9554,2021-03-01
RG24,1846,2282,4128,13390,11932,25322,2021-03-01
RG25,321,327,648,3615,3414,7029,2021-03-01
RG26,855,1044,1899,9043,8411,17454,2021-03-01
RG27,743,768,1511,9457,9378,18835,2021-03-01
RG28,250,301,551,2306,2134,4440,2021-03-01
RG29,218,294,512,2624,2527,5151,2021-03-01
RG30,4269,4897,9166,15842,12368,28210,2021-03-01
RG31,1262,1605,2867,10825,9888,20713,2021-03-01
RG34,0,0,0,0,1,1,2021-03-01
RG40,1243,1318,2561,12210,11703,23913,2021-03-01
RG41,1204,1360,2564,11981,11575,23556,2021-03-01
RG42,1237,1285,2522,11169,10773,21942,2021-03-01
RG43,0,0,0,1,0,1,2021-03-01
RG45,528,544,1072,5754,5631,11385,2021-03-01
RH01,2881,3359,6240,17654,16022,33676,2021-03-01
RH02,1180,1351,2531,10039,9651,19690,2021-03-01
RH03,142,136,278,1784,1783,3567,2021-03-01
RH04,757,905,1662,5993,5714,11707,2021-03-01
RH05,717,746,1463,6806,6510,13316,2021-03-01
RH06,1537,1733,3270,12887,11895,24782,2021-03-01
RH07,519,424,943,3801,3342,7143,2021-03-01
RH08,652,713,1365,5954,5918,11872,2021-03-01
RH09,200,236,436,2149,2200,4349,2021-03-01
RH10,4390,4646,9036,26689,22587,49276,2021-03-01
RH11,4982,5835,10817,20080,15691,35771,2021-03-01
RH12,2089,2433,4522,19311,18198,37509,2021-03-01
RH13,1490,1734,3224,15309,14576,29885,2021-03-01
RH14,592,631,1223,6556,6368,12924,2021-03-01
RH15,1589,1778,3367,12078,11418,23496,2021-03-01
RH16,1816,2097,3913,13605,12896,26501,2021-03-01
RH17,742,841,1583,7930,7874,15804,2021-03-01
RH18,296,305,601,1878,1889,3767,2021-03-01
RH19,1577,1791,3368,13681,12833,26514,2021-03-01
RH20,776,799,1575,10700,10586,21286,2021-03-01
RM01,1679,1908,3587,7515,6188,13703,2021-03-01
RM01O,0,1,1,0,0,0,2021-03-01
RM02,685,792,1477,4947,4457,9404,2021-03-01
RM03,3372,4387,7759,14604,12231,26835,2021-03-01
RM04,157,173,330,1961,1852,3813,2021-03-01
RM05,1359,1709,3068,6824,6028,12852,2021-03-01
RM06,3792,4314,8106,11592,8560,20152,2021-03-01
RM07,2601,3108,5709,10193,8267,18460,2021-03-01
RM08,5531,6307,11838,13845,9629,23474,2021-03-01
RM09,4429,5325,9754,11305,7712,19017,2021-03-01
RM10,5020,5947,10967,11813,8242,20055,2021-03-01
RM11,1568,1844,3412,12200,11240,23440,2021-03-01
RM12,2057,2422,4479,12460,10878,23338,2021-03-01
RM13,2315,2732,5047,10670,8844,19514,2021-03-01
RM14,1108,1217,2325,10447,9879,20326,2021-03-01
RM15,2110,2542,4652,10864,8900,19764,2021-03-01
RM16,2348,2865,5213,15578,13656,29234,2021-03-01
RM17,2304,2918,5222,10344,7562,17906,2021-03-01
RM18,1658,2124,3782,5878,4651,10529,2021-03-01
RM19,594,791,1385,2688,1863,4551,2021-03-01
RM20,558,723,1281,2626,1754,4380,2021-03-01
S01,804,549,1353,1113,518,1631,2021-03-01
S02,4282,4953,9235,10518,7054,17572,2021-03-01
S03,2210,1792,4002,3650,1665,5315,2021-03-01
S04,1586,1546,3132,3357,1827,5184,2021-03-01
S05,5128,6689,11817,15994,11706,27700,2021-03-01
S06,3476,4082,7558,18577,15703,34280,2021-03-01
S06O,0,0,0,0,1,1,2021-03-01
S07,1341,1256,2597,5976,4971,10947,2021-03-01
S07O,0,0,0,1,0,1,2021-03-01
S08,2888,3374,6262,14543,12466,27009,2021-03-01
S09,2504,2899,5403,8250,5193,13443,2021-03-01
S10,2442,2337,4779,12955,11505,24460,2021-03-01
S11,1952,1978,3930,10611,9656,20267,2021-03-01
S12,1718,2339,4057,11570,9361,20931,2021-03-01
S13,1677,2220,3897,9629,7793,17422,2021-03-01
S14,886,1174,2060,2115,1420,3535,2021-03-01
S16,0,0,0,0,1,1,2021-03-01
S17,542,623,1165,5991,5841,11832,2021-03-01
S18,792,929,1721,9253,8765,18018,2021-03-01
S19,4,8,12,40,29,69,2021-03-01
S20,1264,1736,3000,10665,9217,19882,2021-03-01
S21,811,1144,1955,7346,6375,13721,2021-03-01
S22,0,1,1,0,1,1,2021-03-01
S24,0,0,0,0,1,1,2021-03-01
S25,912,1177,2089,7516,6681,14197,2021-03-01
S26,928,1334,2262,9403,8368,17771,2021-03-01
S30,29,22,51,120,110,230,2021-03-01
S31,21,28,49,74,30,104,2021-03-01
S32,160,192,352,2288,2285,4573,2021-03-01
S33,160,169,329,1889,1803,3692,2021-03-01
S35,1478,1934,3412,14862,13311,28173,2021-03-01
S36,1060,1311,2371,10623,9677,20300,2021-03-01
S37,1,0,1,1,0,1,2021-03-01
S40,1895,2268,4163,11672,10059,21731,2021-03-01
S41,1963,2477,4440,12174,10365,22539,2021-03-01
S42,1131,1444,2575,10775,9581,20356,2021-03-01
S43,2062,2739,4801,13901,11623,25524,2021-03-01
S44,1089,1416,2505,7706,6448,14154,2021-03-01
S45,640,816,1456,4834,4203,9037,2021-03-01
S46,0,0,0,2,0,2,2021-03-01
S49,0,0,0,1,0,1,2021-03-01
S54,0,0,0,1,0,1,2021-03-01
S60,2015,2658,4673,13894,11551,25445,2021-03-01
S61,2188,2703,4891,11052,8841,19893,2021-03-01
S62,1169,1594,2763,6261,4953,11214,2021-03-01
S63,2649,3395,6044,13249,10698,23947,2021-03-01
S64,1930,2365,4295,10137,8130,18267,2021-03-01
S65,2652,3184,5836,9906,7160,17066,2021-03-01
S66,2161,2989,5150,15740,13549,29289,2021-03-01
S70,2802,3279,6081,12652,9329,21981,2021-03-01
S71,2832,3410,6242,15388,12648,28036,2021-03-01
S72,1430,1886,3316,8606,6964,15570,2021-03-01
S73,1688,2119,3807,9443,7678,17121,2021-03-01
S74,918,1308,2226,5894,4835,10729,2021-03-01
S75,1713,2147,3860,16482,14723,31205,2021-03-01
S80,1959,2215,4174,10038,8040,18078,2021-03-01
S81,1515,1977,3492,13902,12439,26341,2021-03-01
SA01,4677,4681,9358,13696,9135,22831,2021-03-01
SA02,1851,1927,3778,12518,11230,23748,2021-03-01
SA03,897,907,1804,10081,9888,19969,2021-03-01
SA04,1669,2026,3695,16276,15613,31889,2021-03-01
SA05,2313,3078,5391,10946,9189,20135,2021-03-01
SA06,1756,2371,4127,11011,9569,20580,2021-03-01
SA07,619,805,1424,5482,4994,10476,2021-03-01
SA08,516,623,1139,4676,4342,9018,2021-03-01
SA09,599,739,1338,5453,5005,10458,2021-03-01
SA10,1117,1493,2610,10965,9894,20859,2021-03-01
SA11,1779,2380,4159,11720,9822,21542,2021-03-01
SA12,1869,2257,4126,10280,9147,19427,2021-03-01
SA13,1034,1345,2379,6488,5285,11773,2021-03-01
SA14,1277,1573,2850,12340,11523,23863,2021-03-01
SA15,1908,2243,4151,12348,10610,22958,2021-03-01
SA16,351,421,772,3062,2777,5839,2021-03-01
SA17,380,445,825,3511,3214,6725,2021-03-01
SA18,1309,1460,2769,10629,9713,20342,2021-03-01
SA19,316,369,685,3822,3588,7410,2021-03-01
SA20,131,146,277,1266,1140,2406,2021-03-01
SA31,867,996,1863,5502,5196,10698,2021-03-01
SA32,173,205,378,3117,3053,6170,2021-03-01
SA33,328,414,742,4957,4681,9638,2021-03-01
SA34,143,151,294,2018,1894,3912,2021-03-01
SA35,13,26,39,356,314,670,2021-03-01
SA36,13,8,21,133,129,262,2021-03-01
SA37,37,39,76,563,521,1084,2021-03-01
SA38,153,171,324,1772,1655,3427,2021-03-01
SA39,78,85,163,978,928,1906,2021-03-01
SA40,146,144,290,1094,990,2084,2021-03-01
SA41,52,61,113,815,778,1593,2021-03-01
SA42,61,74,135,798,788,1586,2021-03-01
SA43,489,583,1072,4729,4385,9114,2021-03-01
SA44,336,377,713,4484,4296,8780,2021-03-01
SA45,70,56,126,610,558,1168,2021-03-01
SA46,91,111,202,952,862,1814,2021-03-01
SA47,47,43,90,405,386,791,2021-03-01
SA48,411,380,791,3249,3014,6263,2021-03-01
SA61,794,1025,1819,4666,4176,8842,2021-03-01
SA62,598,679,1277,8265,7836,16101,2021-03-01
SA63,31,35,66,505,495,1000,2021-03-01
SA64,95,129,224,850,737,1587,2021-03-01
SA65,171,211,382,1573,1400,2973,2021-03-01
SA66,91,87,178,1241,1230,2471,2021-03-01
SA67,225,292,517,2858,2737,5595,2021-03-01
SA68,93,145,238,1640,1565,3205,2021-03-01
SA69,100,127,227,1402,1309,2711,2021-03-01
SA70,380,466,846,3293,2999,6292,2021-03-01
SA71,473,550,1023,4005,3568,7573,2021-03-01
SA72,586,652,1238,3452,3089,6541,2021-03-01
SA73,899,1161,2060,7215,6347,13562,2021-03-01
SA99,1,0,1,0,0,0,2021-03-01
SE00,0,1,1,0,1,1,2021-03-01
SE01,9570,9562,19132,19374,12017,31391,2021-03-01
SE01V,0,0,0,1,0,1,2021-03-01
SE02,3697,4291,7988,7869,5812,13681,2021-03-01
SE03,3063,3630,6693,11504,9867,21371,2021-03-01
SE04,3764,4052,7816,8395,7023,15418,2021-03-01
SE05,8008,8696,16704,12971,9020,21991,2021-03-01
SE06,7202,7868,15070,15756,12664,28420,2021-03-01
SE06N,1,0,1,0,0,0,2021-03-01
SE07,2848,3321,6169,6454,4596,11050,2021-03-01
SE08,4906,5211,10117,8311,5753,14064,2021-03-01
SE09,5427,6438,11865,20817,17886,38703,2021-03-01
SE10,3117,3667,6784,10110,7976,18086,2021-03-01
SE11,3502,3656,7158,6554,4206,10760,2021-03-01
SE12,2678,3131,5809,8652,7377,16029,2021-03-01
SE13,5925,6151,12076,12713,10057,22770,2021-03-01
SE14,4221,4293,8514,6928,4879,11807,2021-03-01
SE15,11895,11971,23866,16992,12434,29426,2021-03-01
SE16,6233,7070,13303,14787,10289,25076,2021-03-01
SE17,6487,6663,13150,8567,5084,13651,2021-03-01
SE18,13008,13376,26384,21728,14814,36542,2021-03-01
SE19,3031,3603,6634,9132,7630,16762,2021-03-01
SE20,2863,3198,6061,7020,5954,12974,2021-03-01
SE21,1580,1690,3270,4928,4623,9551,2021-03-01
SE22,3416,3653,7069,9398,8198,17596,2021-03-01
SE23,3689,4255,7944,10256,8926,19182,2021-03-01
SE24,2084,2173,4257,5716,5055,10771,2021-03-01
SE25,4422,5032,9454,10702,8940,19642,2021-03-01
SE26,3434,4123,7557,8827,7519,16346,2021-03-01
SE27,2852,3044,5896,6382,5353,11735,2021-03-01
SE28,4030,4960,8990,7755,5599,13354,2021-03-01
SE29,1,3,4,2,0,2,2021-03-01
SE31,0,1,1,0,0,0,2021-03-01
SE33,0,1,1,0,0,0,2021-03-01
SE35,0,1,1,0,0,0,2021-03-01
SE37,0,1,1,0,0,0,2021-03-01
SE50,0,0,0,1,0,1,2021-03-01
SE57,0,1,1,0,0,0,2021-03-01
SE59,0,0,0,1,0,1,2021-03-01
SE60,0,0,0,1,0,1,2021-03-01
SE72,1,0,1,0,0,0,2021-03-01
SE73,0,0,0,1,0,1,2021-03-01
SE74,0,1,1,1,0,1,2021-03-01
SE75,1,0,1,0,0,0,2021-03-01
SE77,1,1,2,0,0,0,2021-03-01
SE88,0,0,0,1,0,1,2021-03-01
SE91,0,1,1,0,0,0,2021-03-01
SE99,0,0,0,0,1,1,2021-03-01
SG00,0,0,0,0,1,1,2021-03-01
SG01,3656,4178,7834,18614,15705,34319,2021-03-01
SG02,2369,2908,5277,15189,13472,28661,2021-03-01
SG03,257,326,583,2823,2674,5497,2021-03-01
SG04,1328,1502,2830,11162,10685,21847,2021-03-01
SG05,1518,1722,3240,12614,11970,24584,2021-03-01
SG06,1943,2286,4229,11756,10671,22427,2021-03-01
SG07,596,639,1235,5141,4916,10057,2021-03-01
SG08,1514,1694,3208,15507,14382,29889,2021-03-01
SG09,300,340,640,4844,4760,9604,2021-03-01
SG10,56,62,118,816,812,1628,2021-03-01
SG11,275,278,553,3475,3370,6845,2021-03-01
SG12,1340,1433,2773,11417,10696,22113,2021-03-01
SG13,796,829,1625,6557,6329,12886,2021-03-01
SG14,922,1051,1973,7614,7127,14741,2021-03-01
SG15,258,286,544,2186,2047,4233,2021-03-01
SG16,203,228,431,2504,2460,4964,2021-03-01
SG17,535,539,1074,5405,5124,10529,2021-03-01
SG18,1094,1341,2435,11038,10175,21213,2021-03-01
SG19,893,1168,2061,9834,9179,19013,2021-03-01
SK00,0,0,0,0,1,1,2021-03-01
SK01,821,1006,1827,3747,2941,6688,2021-03-01
SK02,1693,1904,3597,10271,9424,19695,2021-03-01
SK03,1932,2372,4304,8862,7720,16582,2021-03-01
SK04,2077,2138,4215,13032,11905,24937,2021-03-01
SK05,2295,2867,5162,9131,7511,16642,2021-03-01
SK06,2127,2506,4633,18898,17640,36538,2021-03-01
SK07,1626,1708,3334,16040,15602,31642,2021-03-01
SK08,2692,2980,5672,22932,21795,44727,2021-03-01
SK09,1566,1765,3331,15381,14786,30167,2021-03-01
SK10,1693,1749,3442,15520,15093,30613,2021-03-01
SK11,1873,2067,3940,13526,12153,25679,2021-03-01
SK12,638,643,1281,7693,7545,15238,2021-03-01
SK13,1620,2028,3648,11813,10871,22684,2021-03-01
SK14,2979,3574,6553,16220,13983,30203,2021-03-01
SK15,1704,1910,3614,9474,8266,17740,2021-03-01
SK16,1235,1448,2683,6455,5385,11840,2021-03-01
SK17,1340,1503,2843,11506,10192,21698,2021-03-01
SK22,549,632,1181,4627,4100,8727,2021-03-01
SK23,654,691,1345,7049,6561,13610,2021-03-01
SL00,478,515,993,4876,4435,9311,2021-03-01
SL01,7967,7921,15888,26329,19300,45629,2021-03-01
SL02,5198,5936,11134,20210,15887,36097,2021-03-01
SL03,3147,4054,7201,18306,15243,33549,2021-03-01
SL04,2269,2659,4928,17147,15836,32983,2021-03-01
SL05,1252,1374,2626,10164,10322,20486,2021-03-01
SL06,4212,4720,8932,32240,29590,61830,2021-03-01
SL07,813,912,1725,8315,8336,16651,2021-03-01
SL08,236,221,457,2639,2654,5293,2021-03-01
SL09,957,1035,1992,9177,9264,18441,2021-03-01
SM01,3111,3705,6816,14220,11873,26093,2021-03-01
SM02,1724,2082,3806,10752,9705,20457,2021-03-01
SM03,1352,1509,2861,7883,7083,14966,2021-03-01
SM04,3630,3795,7425,13603,10435,24038,2021-03-01
SM05,2879,3511,6390,13507,12316,25823,2021-03-01
SM06,2712,3244,5956,13161,11778,24939,2021-03-01
SM07,689,729,1418,7167,7182,14349,2021-03-01
SN00,0,0,0,1,0,1,2021-03-01
SN01,3873,3517,7390,11016,7177,18193,2021-03-01
SN02,3277,3940,7217,14440,11061,25501,2021-03-01
SN03,3300,4103,7403,18894,15851,34745,2021-03-01
SN04,1147,1351,2498,11218,10601,21819,2021-03-01
SN05,1733,2336,4069,13465,11828,25293,2021-03-01
SN06,897,1003,1900,8903,8440,17343,2021-03-01
SN07,532,694,1226,5730,5397,11127,2021-03-01
SN08,1034,1135,2169,9359,8929,18288,2021-03-01
SN09,267,341,608,3220,3141,6361,2021-03-01
SN10,1278,1529,2807,11798,11111,22909,2021-03-01
SN11,971,1221,2192,8925,8359,17284,2021-03-01
SN12,1111,1210,2321,10288,9501,19789,2021-03-01
SN13,684,842,1526,6381,6198,12579,2021-03-01
SN14,1238,1362,2600,10566,9800,20366,2021-03-01
SN15,1714,1930,3644,14337,12251,26588,2021-03-01
SN16,453,483,936,5804,5555,11359,2021-03-01
SN20,0,0,0,1,0,1,2021-03-01
SN24,0,1,1,0,1,1,2021-03-01
SN25,1573,2024,3597,15344,13775,29119,2021-03-01
SN26,54,61,115,874,800,1674,2021-03-01
SN27,0,0,0,1,0,1,2021-03-01
SN31,0,0,0,0,1,1,2021-03-01
SN34,0,0,0,0,1,1,2021-03-01
SN48,0,0,0,1,0,1,2021-03-01
SN66,0,1,1,0,0,0,2021-03-01
SO00,0,0,0,0,1,1,2021-03-01
SO01,49,41,90,134,54,188,2021-03-01
SO02,74,42,116,130,58,188,2021-03-01
SO03,30,21,51,116,74,190,2021-03-01
SO03O,0,0,0,0,1,1,2021-03-01
SO04,33,28,61,119,93,212,2021-03-01
SO05,33,18,51,112,60,172,2021-03-01
SO06,0,0,0,1,0,1,2021-03-01
SO09,17,14,31,28,11,39,2021-03-01
SO14,3660,3014,6674,7787,4013,11800,2021-03-01
SO15,3265,3382,6647,13285,10060,23345,2021-03-01
SO16,4765,5789,10554,22437,18279,40716,2021-03-01
SO17,1619,1519,3138,5301,3705,9006,2021-03-01
SO18,2190,2574,4764,12668,10716,23384,2021-03-01
SO19,3680,4668,8348,18858,15928,34786,2021-03-01
SO20,326,309,635,3391,3205,6596,2021-03-01
SO21,699,787,1486,7900,7678,15578,2021-03-01
SO22,1618,1805,3423,9316,8860,18176,2021-03-01
SO23,1358,1417,2775,7223,6738,13961,2021-03-01
SO24,403,442,845,4587,4538,9125,2021-03-01
SO30,1054,1173,2227,12405,12056,24461,2021-03-01
SO31,1663,1816,3479,18312,17714,36026,2021-03-01
SO32,652,664,1316,9098,9058,18156,2021-03-01
SO33,0,0,0,1,1,2,2021-03-01
SO40,1517,1715,3232,15589,14620,30209,2021-03-01
SO41,1050,1075,2125,12539,12706,25245,2021-03-01
SO42,171,179,350,1969,1942,3911,2021-03-01
SO43,138,139,277,1828,1741,3569,2021-03-01
SO45,1379,1687,3066,12943,12269,25212,2021-03-01
SO50,2405,2887,5292,17870,16268,34138,2021-03-01
SO51,938,1132,2070,11429,11282,22711,2021-03-01
SO52,191,244,435,2685,2586,5271,2021-03-01
SO53,1181,1304,2485,12178,11830,24008,2021-03-01
SP01,1213,1235,2448,7610,7068,14678,2021-03-01
SP02,1777,2007,3784,10269,9236,19505,2021-03-01
SP03,364,449,813,4624,4516,9140,2021-03-01
SP04,1776,2044,3820,13848,11795,25643,2021-03-01
SP05,641,695,1336,9126,9035,18161,2021-03-01
SP06,408,438,846,5801,5632,11433,2021-03-01
SP07,504,668,1172,5611,5522,11133,2021-03-01
SP08,494,578,1072,5427,5276,10703,2021-03-01
SP09,525,959,1484,3620,2806,6426,2021-03-01
SP10,2412,2968,5380,13980,11744,25724,2021-03-01
SP11,1117,1440,2557,12284,11430,23714,2021-03-01
SR01,610,464,1074,1206,477,1683,2021-03-01
SR02,2563,2691,5254,9956,7635,17591,2021-03-01
SR03,2199,2952,5151,12136,9945,22081,2021-03-01
SR04,3292,4074,7366,11545,8660,20205,2021-03-01
SR05,2680,3319,5999,9126,6747,15873,2021-03-01
SR06,1389,1560,2949,10481,9190,19671,2021-03-01
SR07,1713,2294,4007,9447,7600,17047,2021-03-01
SR08,2309,3122,5431,10536,8333,18869,2021-03-01
SS00,3581,3834,7415,13558,11184,24742,2021-03-01
SS01,2200,2356,4556,9009,7673,16682,2021-03-01
SS02,2871,3497,6368,11916,9962,21878,2021-03-01
SS03,1742,2047,3789,9989,9225,19214,2021-03-01
SS04,944,1151,2095,7893,7430,15323,2021-03-01
SS05,852,759,1611,8741,8274,17015,2021-03-01
SS06,1254,1440,2694,11895,11115,23010,2021-03-01
SS07,2005,2290,4295,19189,17846,37035,2021-03-01
SS08,2042,2684,4726,13959,11904,25863,2021-03-01
SS09,2347,2557,4904,18454,17164,35618,2021-03-01
SS11,743,867,1610,7311,6678,13989,2021-03-01
SS12,752,892,1644,7141,6546,13687,2021-03-01
SS13,1740,2290,4030,7671,6253,13924,2021-03-01
SS14,2306,3115,5421,8667,6849,15516,2021-03-01
SS15,2392,2910,5302,10703,9329,20032,2021-03-01
SS16,2149,2910,5059,10821,8945,19766,2021-03-01
SS17,1494,1868,3362,12455,11155,23610,2021-03-01
SS20,0,0,0,0,1,1,2021-03-01
SS30,0,0,0,0,1,1,2021-03-01
SS31,0,0,0,1,0,1,2021-03-01
SS39,0,1,1,0,0,0,2021-03-01
SS50,0,0,0,1,0,1,2021-03-01
SS92,0,0,0,1,0,1,2021-03-01
SS95,1,0,1,0,0,0,2021-03-01
SS99,0,1,1,0,0,0,2021-03-01
ST00,0,0,0,1,0,1,2021-03-01
ST01,2873,3137,6010,9742,6503,16245,2021-03-01
ST02,2292,2978,5270,10424,8176,18600,2021-03-01
ST03,4131,5257,9388,21676,17434,39110,2021-03-01
ST04,4348,4671,9019,17736,13736,31472,2021-03-01
ST05,4622,5286,9908,26726,22683,49409,2021-03-01
ST06,4782,6043,10825,20258,14964,35222,2021-03-01
ST07,2214,2618,4832,20283,18502,38785,2021-03-01
ST08,695,896,1591,7469,6767,14236,2021-03-01
ST09,325,371,696,4784,4431,9215,2021-03-01
ST10,811,1015,1826,9673,8733,18406,2021-03-01
ST11,302,322,624,3867,3494,7361,2021-03-01
ST12,129,130,259,1501,1473,2974,2021-03-01
ST13,1126,1403,2529,10011,9043,19054,2021-03-01
ST14,846,1083,1929,7548,6705,14253,2021-03-01
ST15,741,922,1663,8443,7887,16330,2021-03-01
ST16,1899,2188,4087,10921,9135,20056,2021-03-01
ST17,1948,2361,4309,13513,12175,25688,2021-03-01
ST18,468,477,945,7266,6776,14042,2021-03-01
ST19,484,561,1045,5946,5689,11635,2021-03-01
ST20,189,223,412,2845,2674,5519,2021-03-01
ST21,138,186,324,2552,2483,5035,2021-03-01
SW00,1,1,2,1,2,3,2021-03-01
SW01,40,42,82,57,36,93,2021-03-01
SW01A,95,83,178,323,164,487,2021-03-01
SW01B,1,0,1,0,1,1,2021-03-01
SW01D,0,0,0,0,1,1,2021-03-01
SW01E,124,91,215,449,248,697,2021-03-01
